Company,Model,Engine Type,Engine Capacity,HorsePower,Top Speed (km/h),0-100 km/h (s),Price ($),Fuel Type,Seats,Torque (Nm),Transmission,Drive,Year,Fuel Efficiency (L/100km)
Tesla,Corolla,Petrol,4.0L,850,235,9.4,117466,Petrol,2,717,Dual Clutch,AWD,2021,18.4
Tesla,Corolla,Diesel,82 kWh,963,383,5.6,85560,Hybrid,2,501,Manual,AWD,2021,15.2
Renault,Taycan,Electric,1.5L,679,225,11.8,270392,Diesel,7,1105,Manual,RWD,2018,14.8
Hyundai,Civic,Petrol,82 kWh,817,323,2.9,276278,Electric,7,941,Manual,RWD,2019,13.0
Mazda,Model X,Electric,4.0L,351,260,6.7,181471,Electric,7,938,Manual,FWD,2023,13.8
Mazda,Ioniq 6,Electric,82 kWh,730,231,3.6,259413,Electric,4,618,Automatic,AWD,2021,16.7
Peugeot,Camry,Petrol,100 kWh,993,209,5.8,203511,Electric,4,296,Dual Clutch,RWD,2021,19.6
Ford,Mustang,Petrol,82 kWh,1065,272,12.0,17369,Petrol,7,145,Single Speed,RWD,2024,16.5
Toyota,Sportage,Hybrid,1.2L,815,276,10.9,243629,Petrol,4,629,Manual,RWD,2021,15.0
Mazda,Defender,Hybrid,82 kWh,156,326,3.0,277672,Diesel,5,1520,Single Speed,RWD,2023,5.3
Peugeot,Tiguan,Hybrid,82 kWh,1172,360,7.9,123806,Diesel,7,1099,Single Speed,RWD,2019,16.9
Hyundai,Focus,Electric,2.0L,860,185,8.7,176386,Diesel,7,875,Dual Clutch,RWD,2020,15.5
Mazda,F-Type,Electric,1.5L,373,331,4.5,117979,Diesel,4,173,Single Speed,FWD,2017,16.1
Honda,Ioniq 6,Hybrid,2.0L,199,147,3.9,296892,Hybrid,2,1539,Single Speed,RWD,2015,6.9
Honda,Camry,Electric,2.0L,665,318,11.1,50109,Diesel,7,434,Automatic,FWD,2016,18.4
Chevrolet,RX 500h,Electric,3.0L,627,178,11.7,28919,Electric,4,732,Single Speed,FWD,2022,4.7
Land Rover,Ioniq 6,Petrol,1.2L,968,317,11.9,226864,Electric,4,787,Dual Clutch,AWD,2015,7.3
Honda,Focus,Petrol,2.0L,147,301,10.0,85441,Electric,2,674,Single Speed,AWD,2024,14.3
Jaguar,CX-5,Electric,100 kWh,853,243,8.8,81896,Hybrid,7,395,Dual Clutch,AWD,2021,14.5
Mazda,Defender,Hybrid,4.0L,743,300,5.8,118431,Diesel,2,1207,Manual,RWD,2019,8.3
Ferrari,Corolla,Diesel,100 kWh,307,262,4.1,62020,Electric,5,1138,Single Speed,AWD,2020,14.9
Suzuki,Civic,Hybrid,4.0L,347,193,3.3,220338,Electric,2,1257,Single Speed,RWD,2022,9.6
Peugeot,i8,Diesel,82 kWh,1111,173,9.1,299305,Electric,2,577,Single Speed,RWD,2018,3.0
Mercedes,Tiguan,Hybrid,3.0L,593,381,10.0,42738,Electric,4,732,Manual,AWD,2020,5.8
BYD,Ioniq 6,Petrol,1.2L,249,252,10.4,149997,Petrol,2,418,Automatic,AWD,2017,18.0
Honda,CX-5,Electric,100 kWh,192,162,11.2,72153,Diesel,5,1515,Single Speed,FWD,2021,6.8
Land Rover,X5,Electric,1.2L,1144,185,10.9,229020,Diesel,4,578,Dual Clutch,FWD,2016,4.9
Hyundai,X5,Petrol,100 kWh,1164,274,12.0,76009,Hybrid,5,467,Automatic,RWD,2022,14.6
Geely,Defender,Diesel,82 kWh,549,257,4.8,187624,Petrol,2,466,Automatic,RWD,2021,10.5
Ferrari,CX-5,Diesel,4.0L,1112,328,9.8,286941,Hybrid,5,1411,Automatic,AWD,2022,16.5
Ford,Q7,Diesel,1.5L,153,270,8.1,86942,Electric,5,477,Single Speed,AWD,2016,17.6
Mercedes,Mustang,Petrol,3.0L,634,351,5.0,133065,Hybrid,2,562,Manual,FWD,2017,17.4
Renault,Focus,Diesel,100 kWh,688,252,11.8,291109,Electric,2,112,Manual,AWD,2018,8.3
Mazda,Sportage,Petrol,100 kWh,426,183,11.0,290877,Electric,4,635,Single Speed,RWD,2023,11.6
Jaguar,Q7,Hybrid,82 kWh,885,267,3.7,172998,Diesel,4,1291,Dual Clutch,AWD,2019,14.1
Nissan,Camry,Hybrid,3.0L,716,297,2.7,174855,Diesel,7,369,Dual Clutch,FWD,2020,8.5
Porsche,Ioniq 6,Petrol,4.0L,512,184,9.0,98360,Diesel,4,1193,Dual Clutch,RWD,2015,3.7
Jaguar,Passat,Electric,4.0L,1162,247,8.2,182466,Diesel,2,1441,Single Speed,FWD,2018,11.4
Chevrolet,F-Type,Hybrid,100 kWh,592,358,11.4,210868,Diesel,5,475,Manual,FWD,2018,3.2
Ferrari,Taycan,Diesel,1.5L,212,316,4.7,97104,Petrol,5,1212,Single Speed,RWD,2024,19.2
Kia,Passat,Petrol,1.5L,261,367,3.3,176508,Diesel,4,356,Manual,FWD,2022,16.5
Honda,RX 500h,Diesel,1.2L,447,330,5.0,236404,Hybrid,4,316,Automatic,AWD,2022,6.3
Land Rover,Camry,Diesel,3.0L,650,299,2.7,280332,Electric,2,549,Single Speed,AWD,2024,7.9
BYD,Taycan,Electric,3.0L,604,329,2.8,106205,Diesel,5,993,Manual,FWD,2020,19.7
Geely,Model X,Diesel,4.0L,1102,314,11.2,247321,Petrol,7,1264,Automatic,AWD,2022,9.4
Kia,Corolla,Electric,1.2L,162,284,5.8,152837,Hybrid,7,1284,Automatic,FWD,2023,16.3
Lexus,Mustang,Hybrid,82 kWh,598,371,6.4,234779,Hybrid,4,131,Single Speed,AWD,2019,10.6
Jaguar,E-Class,Petrol,3.0L,474,343,2.7,156879,Electric,7,1275,Manual,FWD,2015,17.7
BYD,Taycan,Diesel,1.2L,909,352,5.1,25204,Hybrid,2,1383,Automatic,AWD,2015,15.0
Kia,Ioniq 6,Petrol,1.2L,958,179,10.1,238674,Hybrid,7,1402,Single Speed,RWD,2016,3.4
Nissan,Passat,Diesel,100 kWh,491,221,8.3,204016,Hybrid,4,1408,Automatic,RWD,2016,8.0
